Symbol	Adj Multiple	Date	Open	Adj Open	Forward Lag  1	Prediction	Choice	Sim	Trade Amount	
AOLS	1	2009-03-23	0.3	0.3	0.1	0.3798491502	1	22796116.3982684	4469830.66632714	
SOQ	0.1797752809	2009-03-24	0.48	2.67	0	0.3031441263	1	22796096.3982684	4559223.27965369	
ADXS	0.0095846645	2009-03-25	0.03	3.13	0	0.3094831158	1	22796076.3982684	4559219.27965369	
STPFQ	1	2009-03-26	8.37	8.37	0.027332705	0.5847981218	1	22920672.0845172	4559215.27965369	
MBLX	1	2009-03-27	7.6	7.6	-0.007183908	0.6018639188	1	22887720.0843958	4584134.41690344	
EGLE	0.25	2009-03-30	4.37	17.48	-0.0208816705	0.1455120313	1	22792113.3183821	4577544.01687916	
NHLD	1	2009-03-31	0.7	0.7	0	0.2095545375	1	22792093.3183821	4558422.66367641	
WFCF	1	2009-04-01	0.13	0.13	-0.5	0.2825601289	1	20512863.9865438	4558418.66367641	
SOQ	0.1797752809	2009-04-02	0.48	2.67	0	0.3481756909	1	20512843.9865438	4102572.79730877	
AIRI	0.0026711423	2009-04-03	12	4492.46	-0.1333335087	0.1413274987	1	19965814.0940689	4102568.79730877	
ALYE	1	2009-04-06	0.17	0.17	0	0.3207050028	1	19965794.0940689	3993162.81881378	
ROYL	1	2009-04-07	1.89	1.89	0.0416666667	0.2146093774	1	20132155.7115195	3993158.81881378	
IMH	1	2009-04-08	0.3	0.3	-0.0769230769	0.4551882808	1	19822410.2390346	4026431.1423039	
CHCI	1	2009-04-09	0.17	0.17	-0.125	0.3472526871	1	19326829.9830587	3964482.04780691	
YOD	0.0133333333	2009-04-13	0.15	11.25	0	0.807427529	1	19326809.9830587	3865365.99661174	
IFON	0.42	2009-04-14	0.23	0.5476190476	0.0971028885	0.0982072193	1	19702127.7979363	3865361.99661174	
YOD	0.0133333333	2009-04-15	0.1	7.5	0	0.1754326636	1	19702107.7979363	3940425.55958726	
AIRI	0.0026711423	2009-04-16	6	2246.23	0	0.290869339	1	19702087.7979363	3940421.55958726	
AIRI	0.0026711364	2009-04-17	8	2994.98	0.05	0.2072116892	1	19899088.6759157	3940417.55958726	
AXGN	1.1873350923	2009-04-20	4.5	3.79	0.0007538636	0.2801886719	1	19902068.9154446	3979817.73518313	
SCON	0.0833333333	2009-04-21	3.09	37.08	0.1388888889	0.2959128005	1	20454884.1630959	3980413.78308893	
SCON	0.0833333333	2009-04-22	2.16	25.92	0.0569105691	1.0464416094	1	20687683.9828384	4090976.83261917	
ADMP	0.0588235294	2009-04-23	0.9	15.3	0	0.151062012	1	20687663.9828384	4137536.79656769	
BSDM	1	2009-04-24	2.7	2.7	0.004048583	0.2422596182	1	20704395.1277638	4137532.79656769	
ALYE	1	2009-04-27	0.17	0.17	0	0.8718940801	1	20704375.1277638	4140879.02555276	
OEDV	1	2009-04-28	0.02	0.02	0.3333333333	0.1821924845	1	22084646.8029481	4140875.02555276	
ADMP	0.0588235294	2009-04-29	0.7	11.9	0.5	0.3177693955	1	24293091.4832429	4416929.36058961	
ADMP	0.0588235294	2009-04-30	0.7	11.9	0.0476190476	0.2596324263	1	24524434.2592737	4858618.29664857	
OEDV	1	2009-05-01	0.04	0.04	0.25	1.1282308706	1	25750635.9722374	4904886.85185475	
ENRJ	1	2009-05-04	0.65	0.65	0	0.1591328859	1	25750615.9722374	5150127.19444749	
CHCI	1	2009-05-05	0.18	0.18	0.0416666667	0.4581871518	1	25965184.4386727	5150123.19444749	
TIGR	1	2009-05-06	1.87	1.87	0	0.0979104356	1	25965164.4386727	5193036.88773455	
ENRJ	1	2009-05-07	0.98	0.98	0	0.680526195	1	25965144.4386727	5193032.88773455	
OEDV	1	2009-05-08	0.06	0.06	0	0.6035495866	1	25965124.4386727	5193028.88773455	
XTLB	0.1	2009-05-11	0.25	2.5	-0.2	2.692277183	1	24926499.4611258	5193024.88773455	
ENRJ	1	2009-05-12	0.98	0.98	0	0.3501673788	1	24926479.4611258	4985299.89222517	
OMTK	1	2009-05-13	0.25	0.25	0	0.3802376471	1	24926459.4611258	4985295.89222517	
CCNI	1	2009-05-14	0.1	0.1	-0.1666666667	0.2794187584	1	24095557.4790883	4985291.89222517	
OMTK	1	2009-05-15	0.51	0.51	0	0.308654529	1	24095537.4790883	4819111.49581766	
ISIG	1.3875598086	2009-05-18	2.9	2.09	-0.0118990996	0.5174980124	1	24038174.4391767	4819107.49581766	
AIRI	0.0026711389	2009-05-19	14	5241.21	0.05	0.1549478021	1	24278536.1835685	4807634.88783535	
TTNP	1	2009-05-20	1.21	1.21	0.0909090909	0.6610176769	1	24719944.1141788	4855707.2367137	
OMTK	1	2009-05-21	0.5	0.5	0	0.4771682319	1	24719924.1141788	4943988.82283577	
CCNI	1	2009-05-22	0.09	0.09	0	0.191519155	1	24719904.1141788	4943984.82283577	
XTLB	0.1	2009-05-27	0.3	3	2.22044604925031E-016	1.0736483273	1	24719884.1141788	4943980.82283577	
NHLD	1	2009-05-26	0.51	0.51	0.1764705882	-0.0001315813	0	24719884.1141788	4943976.82283577	
SEV	1	2009-05-28	2.3	2.3	0.0041666667	0.1642973606	1	24740464.0176073	4943976.82283577	
CRDS	0.25	2009-05-29	0.25	1	0	0.0985728368	1	24740444.0176073	4948092.80352146	
ADAT	0.5	2009-06-01	1.28	2.56	-0.1166666667	0.1329409778	1	24163146.9905298	4948088.80352146	
OEDV	1	2009-06-02	0.04	0.04	0	0.6176246326	1	24163126.9905298	4832629.39810596	
GNWSF	1	2009-06-03	0.35	0.35	-0.2857142857	0.1207393778	1	22782356.8767853	4832625.39810596	
ALYE	1	2009-06-04	0.17	0.17	0	0.401282475	1	22782336.8767853	4556471.37535705	
OPRX	1	2009-06-05	1.05	1.05	0	0.3310359379	1	22782316.8767853	4556467.37535705	
ABIO	0.1666666667	2009-06-08	4.75	28.5	-1.11022302462516E-016	0.1347154841	1	22782296.8767853	4556463.37535705	
ALYE	1	2009-06-09	0.17	0.17	0	0.5311459399	1	22782276.8767852	4556459.37535705	
DYAI	1	2009-06-10	0.6	0.6	0.35	0.4159833065	1	24377016.2581602	4556455.37535705	
MSN	1.5348837209	2009-06-11	0.63	0.4104545455	0.0075969612	0.3714975165	1	24414034.5075729	4875403.25163204	
AXGN	1.188976378	2009-06-12	3.02	2.54	0.0102571049	0.3414054951	1	24464097.9699794	4882806.90151457	
ADXS	0.008	2009-06-15	0.11	13.75	-0.2109017743	0.2936673486	1	23432173.6363637	4892819.59399588	
IMSC	1	2009-06-16	0.08	0.08	0.25	0.6251682779	1	24603762.3181819	4686434.72727274	
XPLR	0.0025	2009-06-17	128	51200	0.3157894737	0.3455790643	1	26157664.1488039	4920752.46363637	
XPLR	0.0025	2009-06-18	76	30400	0	0.2655750787	1	26157644.1488039	5231532.82976078	
TSPT	1	2009-06-19	4.99	4.99	0.0270833333	0.1461462625	1	26299311.3879432	5231528.82976078	
OPRX	1	2009-06-22	3.75	3.75	0	0.2207583077	1	26299291.3879432	5259862.27758865	
OEDV	1	2009-06-23	0.04	0.04	0	0.1214775323	1	26299271.3879432	5259858.27758865	
AERO	0.01	2009-06-24	0.12	12	0.0833333333	0.2146228978	1	26737572.5777423	5259854.27758865	
ADMP	0.0588235294	2009-06-25	0.25	4.25	-0.24	0.1145092289	1	25454149.0940107	5347514.51554846	
CEP	1	2009-06-26	2.81	2.81	-0.0285714286	0.1299857422	1	25308676.8134734	5090829.81880213	
OEDV	1	2009-06-29	0.04	0.04	0.25	0.1494187587	1	26574090.6541471	5061735.36269469	
CEMI	0.125	2009-06-30	0.13	1.04	0	0.2423913197	1	26574070.6541471	5314818.13082943	
ROYL	1	2009-07-01	2.42	2.42	-0.0791666667	0.3174714432	1	26153294.5354565	5314814.13082943	
ALYE	1	2009-07-02	0.5	0.5	0	1.2118895023	1	26153274.5354565	5230658.90709129	
IMUC	1	2009-07-06	0.3	0.3	0	0.2145361729	1	26153254.5354565	5230654.90709129	
CEMI	0.125	2009-07-07	0.13	1.04	-0.0769230769	0.1173603773	1	25750876.7733725	5230650.90709129	
PMCT	3.202764977	2009-07-08	6.5	2.0294964029	-0.0139784008	0.1137367633	1	25678865.5582013	5150175.3546745	
IMSC	1	2009-07-09	0.1	0.1	-0.1	0.1520724305	1	25165268.2470372	5135773.11164025	
CYDY	1	2009-07-10	0.51	0.51	0	0.2533835027	1	25165248.2470372	5033053.64940745	
AIRI	0.0026711421	2009-07-13	10.6	3968.34	0	0.1188120693	1	25165228.2470372	5033049.64940745	
ALYE	1	2009-07-14	0.24	0.24	0	0.339090563	1	25165208.2470372	5033045.64940745	
OPRX	1	2009-07-15	3	3	-0.4166666667	0.4408540055	1	23068087.5597841	5033041.64940745	
BLGO	1	2009-07-16	0.5	0.5	0	0.1001479088	1	23068067.5597841	4613617.51195683	
CCNI	1	2009-07-17	0.1	0.1	0.3333333333	6.787421173	1	24605918.7304364	4613613.51195683	
SGAS	1	2009-07-20	0.35	0.35	0.0285714286	0.5807068736	1	24746503.9803246	4921183.74608728	
YOD	0.0133333333	2009-07-21	0.15	11.25	0	0.2600243569	1	24746483.9803246	4949300.79606493	
AXGN	1.1873350923	2009-07-22	4.5	3.79	-0.0008015353	0.20699001	1	24742496.9440577	4949296.79606493	
AOLS	1	2009-07-23	0.38	0.38	0	0.1731413256	1	24742476.9440577	4948499.38881155	
OMTK	1	2009-07-24	0.65	0.65	0	0.2439930227	1	24742456.9440577	4948495.38881155	
ALYE	1	2009-07-27	0.17	0.17	0	0.1860714306	1	24742436.9440577	4948491.38881155	
OMTK	1	2009-07-28	0.3	0.3	0	0.0942024402	1	24742416.9440577	4948487.38881155	
IMMY	0.025	2009-07-30	1.3	52	0	0.7456875591	1	24742396.9440577	4948483.38881155	
MNGA	0.1	2009-07-31	0.16	1.6	0.5	0.4036055975	1	27216616.6384635	4948479.38881155	
MBLX	1	2009-08-03	9.4	9.4	0.0741097209	0.1307965659	1	27619999.8109682	5443323.3276927	
IMSC	1	2009-08-04	0.14	0.14	-0.3571428571	0.2426545618	1	25647122.6816133	5523999.96219363	
OMTK	1	2009-08-05	0.55	0.55	0	0.3269158353	1	25647102.6816133	5129424.53632266	
MNGA	0.1	2009-08-06	0.17	1.7	0.125	0.3163305133	1	26288260.2486536	5129420.53632266	
IMH	1	2009-08-07	2	2	0.0353535354	0.1083828635	1	26474116.8362704	5257652.04973073	
ALYE	1	2009-08-10	0.18	0.18	0	0.1997798518	1	26474096.8362704	5294823.36725408	
BLUSF	0.0333333333	2009-08-11	0.29	8.7	-0.2666666667	0.1225409609	1	25062125.0050026	5294819.36725408	
CYDY	1	2009-08-12	0.51	0.51	0	0.2779873092	1	25062105.0050026	5012425.00100053	
CYDY	1	2009-08-13	0.51	0.51	0	0.1508764029	1	25062085.0050026	5012421.00100053	
JAMN	1	2009-08-14	0.1	0.1	0	0.2221392055	1	25062065.0050026	5012417.00100053	
OPXA	0.25	2009-08-17	1.21	4.84	-0.0413793103	0.6649410888	1	24854634.8118578	5012413.00100053	
AEZS	0.1666666667	2009-08-18	1.1	6.6	0	0.1098745503	1	24854614.8118578	4970926.96237156	
AEZS	0.1666666667	2009-08-19	1.04	6.24	-0.0096153846	0.3773208115	1	24806797.4756811	4970922.96237156	
IMSC	1	2009-08-20	0.09	0.09	0.25	0.130421729	1	26047117.3494652	4961359.49513623	
ARIS	1	2009-08-21	0.85	0.85	0	0.1430286845	1	26047097.3494652	5209423.46989304	
XPLR	0.0025	2009-08-24	36	14400	0.1111111111	0.2429636704	1	26625901.7350089	5209419.46989304	
OEDV	1	2009-08-25	0.02	0.02	-0.5	0.1540071267	1	23963291.561508	5325180.34700177	
GRH	1	2009-08-26	2.05	2.05	-0.0571428571	0.1658224259	1	23689405.3722336	4792658.31230159	
OEDV	1	2009-08-27	0.02	0.02	0	0.4745924243	1	23689385.3722336	4737881.07444672	
ABCP	2.5	2009-08-28	0.1	0.04	0	0.2725496129	1	23689365.3722336	4737877.07444672	
OPRX	1	2009-08-31	1.05	1.05	0	0.2630048409	1	23689345.3722336	4737873.07444672	
AIRI	0.0026711384	2009-09-01	7.2	2695.48	-0.1666679033	0.2525110926	1	22899674.6674629	4737869.07444672	
OMTK	1	2009-09-02	0.65	0.65	0	0.1048067193	1	22899654.6674629	4579934.93349259	
BLGO	1	2009-09-03	0.3	0.3	0	0.2728566734	1	22899634.6674629	4579930.93349259	
OEDV	1	2009-09-04	0.02	0.02	0	0.1525360588	1	22899614.6674629	4579926.93349259	
OVRL	0.0666666667	2009-09-08	0.95	14.25	0.0240963855	0.4572888897	1	23009954.2562218	4579922.93349259	
IMUC	1	2009-09-09	1.22	1.22	-0.0487804878	0.0919108825	1	22785446.8976245	4601990.85124436	
OPXA	0.25	2009-09-10	4.16	16.64	-0.0495283019	0.1447425935	1	22559721.9991103	4557089.3795249	
OPXA	0.25	2009-09-11	4.24	16.96	0.0024813896	0.2057870496	1	22570897.8909213	4511944.39982206	
RGDX	1	2009-09-14	1.99	1.99	0.0702702703	0.0802117933	1	22888090.5099288	4514179.57818426	
QRM	1	2009-09-15	2	2	-0.0118110236	0.2027347958	1	22834004.1543936	4577618.10198577	
IMSC	1	2009-09-16	0.09	0.09	0.25	0.1170921592	1	23975684.3621132	4566800.83087871	
AOLS	1	2009-09-17	0.3	0.3	0	0.0989835673	1	23975664.3621132	4795136.87242265	
ACU	1.1179361179	2009-09-18	9.1	8.14	0.0014892553	0.5068908189	1	23982785.5392468	4795132.87242265	
SOQ	0.179916318	2009-09-21	0.85	4.7244186047	0.013104306	0.7390482769	1	24045621.0912766	4796557.10784936	
VASO	1	2009-09-22	0.09	0.09	0	0.0679419864	1	24045601.0912766	4809124.21825533	
WFCF	1	2009-09-23	0.05	0.05	0	0.220013945	1	24045581.0912766	4809120.21825533	
SSN	1	2009-09-24	0.59	0.59	0	0.1977171382	1	24045561.0912766	4809116.21825533	
OPRX	1	2009-09-25	0.2	0.2	-0.1111111111	0.4498673896	1	23511195.2892483	4809112.21825533	
OMTK	1	2009-09-28	0.65	0.65	1.1666666667	0.4497612962	1	28997120.8567395	4702239.05784965	
WFCF	1	2009-09-29	0.08	0.08	0	0.4732712018	1	28997100.8567395	5799424.1713479	
OPRX	1	2009-10-01	0.4	0.4	-0.1071428571	0.1541990467	1	28375714.4098094	5799420.1713479	
NHLD	1	2009-09-30	0.46	0.46	0.1764705882	0.0160810561	1	29377190.2125085	5675142.88196188	
DYAI	1	2009-10-02	1.39	1.39	0.0111111111	0.4012827598	1	29442452.8574252	5875438.04250171	
OMTK	1	2009-10-05	0.65	0.65	0.1206896552	0.4032459354	1	30153112.7539838	5888490.57148505	
XPLR	0.0025	2009-10-06	32	12800	-0.1	0.1459184092	1	29550030.4989041	6030622.55079675	
TGC	1	2009-10-07	0.51	0.51	0	0.4554313391	1	29550010.4989041	5910006.09978082	
OEDV	1	2009-10-08	0.02	0.02	-0.3333333333	0.2119358672	1	27579989.7989772	5910002.09978082	
BLGO	1	2009-10-09	0.43	0.43	0.1315789474	0.0808998306	1	28305759.0042134	5515997.95979543	
COVR	1	2009-10-12	1.2	1.2	0	0.1444237396	1	28305739.0042134	5661151.80084268	
AOLS	1	2009-10-13	0.39	0.39	0.0256410256	0.1679533286	1	28450876.6401324	5661147.80084268	
AIRI	0.0026711408	2009-10-14	18	6738.69375	-0.2500006678	0.2770473863	1	27028309.0083122	5690175.32802649	
OEDV	1	2009-10-15	0.04	0.04	-0.25	0.2634577446	1	25676873.5578966	5405661.80166243	
AIRI	0.0026711423	2009-10-16	12	4492.46	0.6	0.189019053	1	28758078.3848442	5135374.71157931	
BIOF	0.05	2009-10-20	1.25	25	0.0791366906	0.0942379783	1	29213222.2153956	5751615.67696883	
CCNI	1	2009-10-19	0.08	0.08	-0.125	-0.077053971	0	29213222.2153956	5842644.44307913	
OPRX	1	2009-10-21	1.5	1.5	0	0.0858111331	1	29213202.2153956	5842644.44307913	
OEDV	1	2009-10-22	0.04	0.04	0	16.2623262869	1	29213182.2153956	5842640.44307913	
XPLR	0.0025	2009-10-23	48	19200	0.3	0.497199488	1	30965953.1483194	5842636.44307913	
NLST	1	2009-10-26	0.66	0.66	-0.1176470588	0.447514514	1	30237322.486006	6193190.62966388	
YOD	0.0133333333	2009-10-27	0.14	10.5	-0.0666666667	0.2311971299	1	29834138.1861926	6047464.4972012	
XTLB	0.1	2009-10-28	0.13	1.3	0	0.1528089899	1	29834118.1861926	5966827.63723852	
IBIO	1	2009-10-29	1	1	0.4054054054	0.1344031999	1	32253080.7418298	5966823.63723851	
TSPT	1	2009-10-30	5.51	5.51	0.0361904762	0.2235835053	1	32486511.6119611	6450616.14836596	
SEV	1	2009-11-02	2.86	2.86	0.1240875912	0.1734641465	1	33292726.2067105	6497302.32239223	
NHLD	1	2009-11-03	0.6	0.6	0.0576923077	0.1753999686	1	33676853.0475572	6658545.24134211	
QRM	1	2009-11-04	2.37	2.37	-0.0281124498	0.0951900164	1	33487485.2794183	6735370.60951144	
TSPT	1	2009-11-05	4.61	4.61	0.0661764706	0.1587342018	1	33930681.9963518	6697497.05588367	
IBIO	1	2009-11-06	0.99	0.99	-0.0980392157	0.1349608067	1	33265354.5062273	6786136.39927036	
CLSN	0.2220670391	2009-11-09	3.12	14.0498113208	0.0612810767	0.6191226036	1	33673041.8544343	6653070.90124546	
SITO	1	2009-11-10	0.6	0.6	0.0517241379	0.848655454	1	34021363.6667216	6734608.37088686	
TSPT	1	2009-11-12	5	5	-0.0452961672	0.3042498394	1	33713136.1909952	6804272.73334431	
ALYE	1	2009-11-11	0.2	0.2	0.3333333333	0.0279883383	1	35960658.6037282	6742627.23819903	
NLST	1	2009-11-13	2.17	2.17	0.0865384615	0.3893307302	1	36583034.6180235	7192131.72074564	
AERO	0.01	2009-11-16	0.13	13	0.3076923077	0.1625304078	1	38834278.2868249	7316606.9236047	
OPRX	1	2009-11-17	1.57	1.57	0	0.2896408427	1	38834258.2868249	7766855.65736498	
DDE	1.1267942584	2009-11-18	4.75	4.2154989384	-0.042095924	0.6356092364	1	38507285.489755	7766851.65736498	
XPLR	0.0025	2009-11-19	44	17600	0	0.1224804741	1	38507265.4897549	7701457.09795099	
OMTK	1	2009-11-20	0.33	0.33	0	1.7458954542	1	38507245.489755	7701453.09795099	
ENRJ	1	2009-11-23	0.5	0.5	-0.18	0.2659727669	1	37120964.6521238	7701449.09795099	
NHLD	1	2009-11-25	0.41	0.41	0.5555555556	0.6522571913	1	41245496.2801375	7424192.93042476	
ALYE	1	2009-11-24	0.16	0.16	0	0.1309619248	1	41245476.2801375	8249099.2560275	
SEED	1	2009-11-27	9.83	9.83	0.2020636285	0.3464075066	1	42912298.3997991	8249095.25602751	
OMTK	1	2009-11-30	0.65	0.65	-0.4615384615	0.1316815954	1	38951143.1628946	8582459.67995983	
ABIO	0.1666666667	2009-12-01	3.02	18.12	2.22044604925031E-016	0.1123333967	1	38951123.1628946	7790228.63257892	
OMTK	1	2009-12-02	0.35	0.35	0.0285714286	0.1778329813	1	39173681.0095397	7790224.63257892	
IFNY	1	2009-12-03	1.06	1.06	-0.1978021978	0.3913542282	1	37623932.9696019	7834736.20190794	
NHLD	1	2009-12-04	0.35	0.35	-0.0909090909	0.2399486973	1	36939841.4610637	7524786.59392038	
NHTC	1	2009-12-07	0.25	0.25	0.0416666667	0.1239845685	1	37247653.4732392	7387968.29221273	
OMTK	1	2009-12-08	0.36	0.36	0	0.1747626354	1	37247633.4732392	7449530.69464784	
ENRJ	1	2009-12-09	0.6	0.6	0	0.0742119088	1	37247613.4732392	7449526.69464784	
SBSA	0.1	2009-12-10	0.75	7.5	-0.0972222222	0.0977148241	1	36523334.3223706	7449522.69464784	
OEDV	1	2009-12-11	0.03	0.03	0	0.1048078246	1	36523314.3223706	7304666.86447413	
OMTK	1	2009-12-14	0.55	0.55	0	0.2829844598	1	36523294.3223706	7304662.86447413	
AERO	0.01	2009-12-15	0.12	12	0.1428571429	0.0845345714	1	37566797.0172955	7304658.86447413	
PED	0.0032432432	2009-12-16	0.05	15.4166666667	-0.0002122692	0.083203824	1	37565182.1628265	7513359.40345911	
DEJ	1	2009-12-17	0.32	0.32	0	0.0877400694	1	37565162.1628265	7513036.43256531	
JAMN	1	2009-12-18	0.29	0.29	0.4705882353	0.5598492347	1	41100686.8369749	7513032.43256531	
OMTK	1	2009-12-21	0.53	0.53	0	0.2858790827	1	41100666.8369749	8220137.36739498	
BLGO	1	2009-12-22	0.59	0.59	0	0.1341322999	1	41100646.8369749	8220133.36739498	
CJJD	0.5	2009-12-23	2.1	4.2	0	0.2195399616	1	41100626.8369749	8220129.36739498	
NXN	1.2225225225	2009-12-24	13.58	11.1081798084	-0.0068255155	0.3961962741	1	41044500.2437106	8220125.36739498	
MNGA	0.1	2009-12-28	0.07	0.7	0	0.1031848024	1	41044480.2437106	8208900.04874213	
OEDV	1	2009-12-29	0.03	0.03	0	0.2695711372	1	41044460.2437106	8208896.04874213	
BLGO	1	2009-12-30	0.45	0.45	0.0144927536	0.1746560038	1	41163409.6936924	8208892.04874213	
AIRI	0.002671146	2009-12-31	6	2246.2269230769	-0.2307692308	0.3847210064	1	39263540.015522	8232681.93873848	
AUXO	1	2010-01-04	0.8	0.8	0	0.3406280749	1	39263520.015522	7852708.0031044	
YOD	0.0133333333	2010-01-05	0.09	6.75	0.3333333333	0.116109687	1	41881068.0165568	7852704.0031044	
VGZ	1	2010-01-06	2.67	2.67	0.0291970803	0.1802375808	1	42125608.9976754	8376213.60331136	
IMSC	1	2010-01-08	0.4	0.4	-0.2857142857	0.3580535625	1	39718411.3406653	8425121.79953507	
AIRI	0.002671146	2010-01-07	4.4	1647.2330769231	0.2999982638	0.1669492848	1	42101482.2289772	7943682.26813307	
CYCC	0.1428571429	2010-01-11	2.89	20.23	0.1893004115	0.3475741479	1	43695427.8113088	8420296.44579543	
OEDV	1	2010-01-12	0.04	0.04	0	0.1665909112	1	43695407.8113088	8739085.56226176	
GLBS	0.2908067542	2010-01-13	1.55	5.33	0	0.338449578	1	43695387.8113088	8739081.56226177	
AIRI	0.0026711399	2010-01-19	11.2	4192.9664	0.0049983639	0.1481201435	1	43739048.9013685	8739077.56226176	
ESYS	1	2010-01-20	3.5	3.5	0	0.1286674591	1	43739028.9013685	8747809.78027371	
OPRX	1	2010-01-21	1.81	1.81	0	0.0765933135	1	43739008.9013685	8747805.78027371	
LLEX	0.25	2010-01-25	3.25	13	0	0.2757725862	1	43738988.9013685	8747801.78027371	
NHLD	1	2010-01-22	0.4	0.4	-0.3166666667	-0.0070379925	0	43738988.9013685	8747797.78027371	
NHLD	1	2010-01-26	0.6	0.6	0.2195121951	0.7488627319	1	45659217.1945994	8747797.78027371	
ALYE	1	2010-01-27	0.2	0.2	0.25	0.3235777573	1	47942158.0543293	9131843.43891987	
INFU	1	2010-01-28	2.5	2.5	-0.1228070175	0.0929818547	1	46764611.3652756	9588431.61086586	
NHLD	1	2010-01-29	0.6	0.6	-0.125	0.1332412394	1	45595476.0811437	9352922.27305513	
ROSG	0.0166633604	2010-02-01	1.7	102.0202380952	0.0542168675	0.1016859066	1	46089864.8579272	9119095.21622875	
OEDV	1	2010-02-02	0.04	0.04	0.3333333333	0.4435773873	1	49162502.5151224	9217972.97158544	
MNGA	0.1	2010-02-03	0.07	0.7	0	0.0808552862	1	49162482.5151224	9832500.50302447	
GLBS	0.2909090909	2010-02-04	1.6	5.5	0	1.2225691604	1	49162462.5151224	9832496.50302447	
AIRI	0.0026711364	2010-02-08	14	5241.215	0.1428585057	0.4864937715	1	50567097.7012705	9832492.50302447	
HRZL	0.0420535227	2010-02-09	3.81	90.5988311688	0.03660975	0.0939531513	1	50937327.462753	10113419.5402541	
MVIS	0.125	2010-02-10	2.04	16.32	0.067961165	0.2663366129	1	51629659.4865186	10187465.4925506	
OPRX	1	2010-02-11	1.5	1.5	0.56	0.2504502569	1	57412161.3490087	10325931.8973037	
XPLR	0.0025	2010-02-12	24	9600	0	0.3097110867	1	57412141.3490087	11482432.2698017	
MNGA	0.1	2010-02-16	0.07	0.7	0.125	0.1266566114	1	58847424.8827339	11482428.2698017	
OPRX	1	2010-02-17	2.34	2.34	0	0.2023234225	1	58847404.8827339	11769484.9765468	
OPRX	1	2010-02-18	2.34	2.34	0	0.2370415936	1	58847384.8827339	11769480.9765468	
AXGN	1	2010-02-19	3.65	3.65	0.0245231608	0.1707203828	1	59135989.6587255	11769476.9765468	
NHTC	1	2010-02-22	0.17	0.17	0	0.108557987	1	59135969.6587255	11827197.9317451	
CCNI	1	2010-02-23	0.05	0.05	0	0.0574388998	1	59135949.6587255	11827193.9317451	
ILIU	1	2010-02-24	1.18	1.18	0	0.0853315193	1	59135929.6587255	11827189.9317451	
OEDV	1	2010-02-25	0.04	0.04	0	0.191163265	1	59135909.6587255	11827185.9317451	
NHLD	1	2010-02-26	0.5	0.5	0	0.1141298387	1	59135889.6587255	11827181.9317451	
JAMN	1	2010-03-01	1	1	0	0.3467407006	1	59135869.6587255	11827177.9317451	
ENRJ	1	2010-03-02	1.01	1.01	-0.3689320388	1.4694727024	1	54772426.2664312	11827173.9317451	
AOLS	1	2010-03-03	0.35	0.35	-0.0526315789	0.0607658373	1	54195854.4109951	10954485.2532862	
ENRJ	1	2010-03-04	0.65	0.65	-0.0615384615	0.0945792257	1	53528808.5105521	10839170.882199	
ADMP	0.0588235294	2010-03-05	0.29	4.93	0.0769230769	0.1099432322	1	54352308.6414836	10705761.7021104	
ALYE	1	2010-03-08	0.17	0.17	-0.15	0.1058136131	1	52721719.3822391	10870461.7282967	
ENRJ	1	2010-03-09	0.51	0.51	0	0.1602417315	1	52721699.3822391	10544343.8764478	
JAMN	1	2010-03-10	1	1	0	0.1413275685	1	52721679.3822391	10544339.8764478	
MSN	1.5234375	2010-03-11	4.49	2.9472820513	0.0049570416	0.1242945546	1	52773928.0933063	10544335.8764478	
NHLD	1	2010-03-12	0.5	0.5	0	0.1357704099	1	52773908.0933063	10554785.6186613	
RFIL	2.5025641026	2010-03-15	4.83	1.9300204918	0.0125	2.9104191251	1	52905822.8635395	10554781.6186613	
BLGO	1	2010-03-16	0.53	0.53	-0.0666666667	0.0978159893	1	52200391.8920257	10581164.5727079	
AIRI	0.0026711384	2010-03-18	7.2	2695.48	-0.1000006678	0.0882945256	1	51156357.0824669	10440078.3784051	
OPRX	1	2010-03-19	1.35	1.35	0	0.0910135076	1	51156337.0824669	10231271.4164934	
ENRJ	1	2010-03-22	0.41	0.41	0.1333333333	0.1903710401	1	52520486.0713327	10231267.4164934	
BLGO	1	2010-03-23	0.42	0.42	-0.0454545455	0.0597773603	1	52043007.1070478	10504097.2142665	
GIG	1	2010-03-25	4.25	4.25	-0.0265957447	0.0974059698	1	51766162.6011593	10408601.4214096	
APT	1	2010-03-26	3.25	3.25	-0.2073170732	0.159237846	1	49619740.7372088	10353232.5202319	
OPRX	1	2010-03-29	1.5	1.5	0	0.3735265631	1	49619720.7372088	9923948.14744175	
GNVC	0.1	2010-03-31	0.78	7.8	-0.1125	0.2259377626	1	48503257.0206216	9923944.14744175	
OEDV	1	2010-03-30	0.04	0.04	0	0.0513785625	1	48503237.0206216	9700651.40412431	
AIRI	0.0026711418	2010-04-01	7.2	2695.4765217391	-2.22044604925031E-016	0.2925229655	1	48503217.0206216	9700647.40412431	
EMAN	1.0281124498	2010-04-05	4.75	4.6201171875	-0.180363426	0.0837646711	1	46753555.7420377	9700643.40412431	
ABCP	3.25	2010-04-06	0.13	0.04	-0.1384615385	0.1078167118	1	45458821.8907197	9350711.14840754	
PED	0.0029722589	2010-04-07	0.09	30.28	-0.0588966589	0.0768589031	1	44923327.3453714	9091764.37814395	
